"livestock_rep_number","livestock_id","livestock_label","livestock_name_note","ls_no1","animals_draught","livestock_breeds","livestock_breeds.improved","livestock_breeds.local","livestock_housing","ls_no2","livestock_bought","livestock_live_birth","livestock_sold","ls_no3","livestock_sale_income","ls_no4","livestock_ownership","livestock_ownership.Female_adult","livestock_ownership.Female_Child","livestock_ownership.Female_Youth","livestock_ownership.Male_adult","livestock_ownership.Male_Child","livestock_ownership.Male_Youth","livestock_ownership.no_answer","livestock_who_sells","livestock_who_sells.Female_adult","livestock_who_sells.Female_Youth","livestock_who_sells.Male_adult","livestock_who_sells.Male_Child","livestock_who_sells.Male_Youth","livestock_who_sells.no_answer","livestock_died","ls_no5","killed_for_meat","ls_no6","meat_use","meat_use.sell","meat_use.use","ls_no7","meat_consumed_amount","meat_sell_amount","meat_sold_income","ls_no8","livestock_meat_who_sells","livestock_meat_who_sells.Female_adult","livestock_meat_who_sells.Female_Youth","livestock_meat_who_sells.Male_adult","livestock_meat_who_control_eating","livestock_meat_who_control_eating.Female_adult","livestock_meat_who_control_eating.Female_Youth","livestock_meat_who_control_eating.Male_adult","livestock_meat_who_control_eating.Male_Youth","ls_no9","milk_harvest","ls_no10","milk_number_animals_milked","milk_amount_good_season","milk_units","milk_amount_units_other","milk_amount_bad_season","ls_no11","milk_use","milk_use.dairy","milk_use.sell","milk_use.use","dairy_products","dairy_products.no_answer","dairy_products.other","dairy_products.yoghurt","dairy_products_other","ls_no12","milk_dairy_amount","milk_consumed_amount","milk_sell_amount","ls_no13","milk_sold_income","milk_sold_price_timeunits","milk_amount_time_units_other","ls_no14","milk_who_sells","milk_who_sells.Female_adult","milk_who_sells.Male_adult","milk_who_control_eating","milk_who_control_eating.Female_adult","milk_who_control_eating.Female_Youth","milk_who_control_eating.Male_adult","milk_who_control_eating.Male_Youth","milk_who_control_eating.no_answer","ls_no15","eggs_harvest","ls_no16","eggs_amount_good","eggs_units","eggs_amount_units_other","eggs_amount_bad","ls_no17","eggs_use","eggs_use.hatch","eggs_use.use","ls_no18","eggs_consumed_amount","eggs_sell_amount","eggs_hatch_amount","ls_no19","eggs_sold_income","eggs_sold_price_timeunits","eggs_sold_price_timeunits_other","ls_no20","eggs_who_sells","eggs_who_control_eating","eggs_who_control_eating.Female_adult","eggs_who_control_eating.Female_Youth","eggs_who_control_eating.Male_adult","eggs_who_control_eating.Male_Youth","ls_no21","bees_honey_production","bees_honey_production_units","bees_honey_production_units_other","bees_honey_use","ls_no22","bees_honey_consumed_amount","bees_honey_sell_amount","ls_no22.1","bees_honey_sold_income","ls_no23","bees_who_sells","bees_who_control_eating","PARENT_KEY","KEY","household_id"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_always",NA,1,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:921c646a-f4f0-46b4-9f6b-d98f04feec10","uuid:921c646a-f4f0-46b4-9f6b-d98f04feec10/survey_grp/Section_Livestock/livestock_repeat[1]","54"
2,"chicken","Poules",NA,NA,NA,"improved",1,0,"in_always",NA,200,0,180,NA,630000,NA,"Male_adult",0,0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,5,NA,15,NA,"use",0,1,NA,"Little","",NA,NA,"",0,0,0,"Male_adult",0,0,1,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"N",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:921c646a-f4f0-46b4-9f6b-d98f04feec10","uuid:921c646a-f4f0-46b4-9f6b-d98f04feec10/survey_grp/Section_Livestock/livestock_repeat[2]","54"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"in_always",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:cd264ab4-db66-4444-ba2c-5bedad70ebc7","uuid:cd264ab4-db66-4444-ba2c-5bedad70ebc7/survey_grp/Section_Livestock/livestock_repeat[1]","64"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:eeaa05d2-c203-46c8-95e5-ead9fc6c01b1","uuid:eeaa05d2-c203-46c8-95e5-ead9fc6c01b1/survey_grp/Section_Livestock/livestock_repeat[1]","12"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night_and_half_day",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:843195f6-69f3-4607-94ed-dccd8baae26c","uuid:843195f6-69f3-4607-94ed-dccd8baae26c/survey_grp/Section_Livestock/livestock_repeat[1]","44"
2,"chicken","Poules",NA,NA,NA,"improved",1,0,"in_always",NA,200,0,180,NA,630000,NA,"Male_adult",0,0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,5,NA,15,NA,"use",0,1,NA,"Little","",NA,NA,"",0,0,0,"Male_adult",0,0,1,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"N",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:843195f6-69f3-4607-94ed-dccd8baae26c","uuid:843195f6-69f3-4607-94ed-dccd8baae26c/survey_grp/Section_Livestock/livestock_repeat[2]","44"
1,"chicken","Poules",NA,NA,NA,"local",0,1,"in_night",NA,4,10,3,NA,12000,NA,"Female_adult",1,0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,0,NA,6,NA,"use sell",1,1,NA,"UnderHalf","UnderHalf",12000,NA,"Female_adult",1,0,0,"Female_adult",1,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"Y",NA,15,"pieces/day",NA,5,NA,"use",0,1,NA,"UnderHalf",NA,"",NA,NA,NA,NA,NA,NA,"Female_adult",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:1701209a-e415-4acf-a045-06bd43b2be07","uuid:1701209a-e415-4acf-a045-06bd43b2be07/survey_grp/Section_Livestock/livestock_repeat[1]","51"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_always",NA,1,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:3cfdb317-6aad-46e3-acc6-9be0fb4afc30","uuid:3cfdb317-6aad-46e3-acc6-9be0fb4afc30/survey_grp/Section_Livestock/livestock_repeat[1]","56"
2,"donkey","Anes",NA,NA,NA,"local",0,1,"in_night",NA,1,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:3cfdb317-6aad-46e3-acc6-9be0fb4afc30","uuid:3cfdb317-6aad-46e3-acc6-9be0fb4afc30/survey_grp/Section_Livestock/livestock_repeat[2]","56"
1,"chicken","Poules",NA,NA,NA,"improved",1,0,"in_always",NA,100,80,20,NA,70000,NA,"Female_adult",1,0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,80,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"N",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:7bd69b24-0c7c-490e-9a6b-a259cf19b0b9","uuid:7bd69b24-0c7c-490e-9a6b-a259cf19b0b9/survey_grp/Section_Livestock/livestock_repeat[1]","65"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:9fb8b21b-9441-4033-8b05-5d8be6c0f0f1","uuid:9fb8b21b-9441-4033-8b05-5d8be6c0f0f1/survey_grp/Section_Livestock/livestock_repeat[1]","131"
2,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:9fb8b21b-9441-4033-8b05-5d8be6c0f0f1","uuid:9fb8b21b-9441-4033-8b05-5d8be6c0f0f1/survey_grp/Section_Livestock/livestock_repeat[2]","131"
1,"horses","Chevaux",NA,NA,4,"local",0,1,"in_night",NA,1,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:7805dde1-1a65-49f7-9ba8-7909551da081","uuid:7805dde1-1a65-49f7-9ba8-7909551da081/survey_grp/Section_Livestock/livestock_repeat[1]","130"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_always",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,1,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:20250782-cf22-4869-b243-2b8da7cf4ac8","uuid:20250782-cf22-4869-b243-2b8da7cf4ac8/survey_grp/Section_Livestock/livestock_repeat[1]","147"
2,"other1","Mouton",NA,NA,NA,"local",0,1,"in_always",NA,0,4,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,4,NA,1,NA,"use",0,1,NA,"All","",NA,NA,"",0,0,0,"Male_adult",0,0,1,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:20250782-cf22-4869-b243-2b8da7cf4ac8","uuid:20250782-cf22-4869-b243-2b8da7cf4ac8/survey_grp/Section_Livestock/livestock_repeat[2]","147"
3,"other2","Chèvre",NA,NA,NA,"local",0,1,"in_always",NA,0,0,1,NA,50000,NA,"Male_adult",0,0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,4,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:20250782-cf22-4869-b243-2b8da7cf4ac8","uuid:20250782-cf22-4869-b243-2b8da7cf4ac8/survey_grp/Section_Livestock/livestock_repeat[3]","147"
1,"other1","Chèvre",NA,NA,NA,"local",0,1,"",NA,1,0,0,NA,NA,NA,"Female_adult",1,0,0,0,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:c85ec42b-2df3-4499-9519-5d388be4a6cf","uuid:c85ec42b-2df3-4499-9519-5d388be4a6cf/survey_grp/Section_Livestock/livestock_repeat[1]","144"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_Youth",0,0,0,0,0,1,0,"",0,0,0,0,0,0,1,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:a83de8ed-9374-466c-ad36-d2e83e5fd764","uuid:a83de8ed-9374-466c-ad36-d2e83e5fd764/survey_grp/Section_Livestock/livestock_repeat[1]","149"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:d6302793-73b9-4410-9434-f28613f883f0","uuid:d6302793-73b9-4410-9434-f28613f883f0/survey_grp/Section_Livestock/livestock_repeat[1]","150"
2,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:d6302793-73b9-4410-9434-f28613f883f0","uuid:d6302793-73b9-4410-9434-f28613f883f0/survey_grp/Section_Livestock/livestock_repeat[2]","150"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_Youth",0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:5a528504-c948-4c04-8d8e-a7011c55f53b","uuid:5a528504-c948-4c04-8d8e-a7011c55f53b/survey_grp/Section_Livestock/livestock_repeat[1]","142"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:284404af-3dc2-44ec-af35-964b25ecc66c","uuid:284404af-3dc2-44ec-af35-964b25ecc66c/survey_grp/Section_Livestock/livestock_repeat[1]","582"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_always",NA,1,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:c425fd6f-9145-4bbc-bdbd-24e875297b0b","uuid:c425fd6f-9145-4bbc-bdbd-24e875297b0b/survey_grp/Section_Livestock/livestock_repeat[1]","AGTP4E"
2,"donkey","Anes",NA,NA,NA,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:c425fd6f-9145-4bbc-bdbd-24e875297b0b","uuid:c425fd6f-9145-4bbc-bdbd-24e875297b0b/survey_grp/Section_Livestock/livestock_repeat[2]","AGTP4E"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:cca6d0ce-3255-412f-904d-786f3501d26e","uuid:cca6d0ce-3255-412f-904d-786f3501d26e/survey_grp/Section_Livestock/livestock_repeat[1]","IIDYJY"
1,"goats","Caprins",NA,NA,NA,"local",0,1,"out_all_time",NA,0,0,0,NA,NA,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:ab77b9f1-9fe0-44f4-9ad1-b8fd7d4f136c","uuid:ab77b9f1-9fe0-44f4-9ad1-b8fd7d4f136c/survey_grp/Section_Livestock/livestock_repeat[1]","234"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:95de5f8a-ec5e-4402-8e7e-fb11a021eec1","uuid:95de5f8a-ec5e-4402-8e7e-fb11a021eec1/survey_grp/Section_Livestock/livestock_repeat[1]","621"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:750cd455-1aed-4272-834a-0720b503ae74","uuid:750cd455-1aed-4272-834a-0720b503ae74/survey_grp/Section_Livestock/livestock_repeat[1]","49"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:9da7cecc-ebce-4769-aa44-bf98d5faa83d","uuid:9da7cecc-ebce-4769-aa44-bf98d5faa83d/survey_grp/Section_Livestock/livestock_repeat[1]","50"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:94446695-736f-43b6-80be-0e904b260394","uuid:94446695-736f-43b6-80be-0e904b260394/survey_grp/Section_Livestock/livestock_repeat[1]","41"
