"crop_rep_number","crop_id","crop_label_english","crop_label","crop_name","season_grown","season_grown.all_year","season_grown.dry_cold","season_grown.dry_hot","season_grown.rain","crop_measurement","crop_measurement_q_en","crop_measurement_q_fr","crop_area","crop_area_unit","crop_area_unit_label","crop_area_conversion","crop_area_conversion_input","crop_area_conversion_col","crop_area_ha","crop_area_ha_2dp","crop_area_ha_note","crop_harvest","crop_yield","crop_yield_units","crop_yield_units_label","crop_yield_units_conversion","crop_yield_conversion_input","crop_yield_units_conversion_col","crop_yield_kg","crop_yield_kg_2dp","crop_yield_note","crop_yield_area","crop_yield_area_2dp","crop_yield_kg_ha","crop_yield_kg_ha_2dp","crop_yield_note2","crop_yield_note3","crop_intercrop","crop_land_area","crop_no2","crop_use","crop_use.eat","crop_use.feed_livestock","crop_use.givetrade","crop_use.no_answer","crop_use.no_harvest","crop_use.save_seed","crop_use.sell","crop_no3","crop_consumed_prop","crop_sold_prop","crop_feed_lstk_prop","crop_seed_saved_prop","crop_no4","crop_sold_income","crop_sold_price_quantityunits","crop_price_quantityunits_other","crop_no5","crop_who_control_revenue","crop_who_control_revenue.Female_adult","crop_who_control_revenue.Female_Youth","crop_who_control_revenue.Male_adult","crop_who_control_revenue.Male_Child","crop_who_control_revenue.Male_Youth","crop_who_control_revenue.no_answer","crop_consume_control","crop_consume_control.Female_adult","crop_consume_control.Female_Youth","crop_consume_control.Male_adult","crop_consume_control.Male_Child","crop_consume_control.Male_Youth","crop_consume_control.no_answer","crop_no6","crop_residue_use","crop_residue_use.burn","crop_residue_use.compost","crop_residue_use.construction","crop_residue_use.feed","crop_residue_use.fuel","crop_residue_use.no_answer","crop_residue_use.sell","crop_residue_use.soil","PARENT_KEY","KEY","crop_label_french","household_id"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",2,2,"Tonnes",1000,NA,1000,2000,2000,NA,1,1,1000,1000,NA,NA,"monoculture","All",NA,"sell",0,0,0,0,0,0,1,NA,"","","","",NA,500000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"",0,0,0,0,0,0,NA,"feed sell",0,0,0,1,0,0,1,0,"uuid:284404af-3dc2-44ec-af35-964b25ecc66c","uuid:284404af-3dc2-44ec-af35-964b25ecc66c/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","582"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",630,1,"Kg",1,NA,1,630,630,NA,315,315,315,315,NA,NA,"monoculture","Most",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Half","Half","","Little",NA,61250,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:92ba4398-9aad-4c72-98ba-a58cba3fb42b","uuid:92ba4398-9aad-4c72-98ba-a58cba3fb42b/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","228"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"good_harvest",1.5,2,"Tonnes",1000,NA,1000,1500,1500,NA,1.5,1.5,1500,1500,NA,NA,"monoculture","Half",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Most","Little","","Little",NA,15000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:c425fd6f-9145-4bbc-bdbd-24e875297b0b","uuid:c425fd6f-9145-4bbc-bdbd-24e875297b0b/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","AGTP4E"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",2100,1,"Kg",1,NA,1,2100,2100,NA,1050,1050,1050,1050,NA,NA,"intercrop","Most",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"All","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:c425fd6f-9145-4bbc-bdbd-24e875297b0b","uuid:c425fd6f-9145-4bbc-bdbd-24e875297b0b/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","AGTP4E"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",480,1,"Kg",1,NA,1,480,480,NA,480,480,480,480,NA,NA,"monoculture","UnderHalf",NA,"eat save_seed feed_livestock",1,1,0,0,0,1,0,NA,"Most","","Little","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil construction",0,0,1,0,0,0,0,1,"uuid:cca6d0ce-3255-412f-904d-786f3501d26e","uuid:cca6d0ce-3255-412f-904d-786f3501d26e/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","IIDYJY"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",2000,1,"Kg",1,NA,1,2000,2000,NA,1000,1000,1000,1000,NA,NA,"monoculture","Most",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"UnderHalf","Most","","UnderHalf",NA,350000,"total_income_per_year",NA,NA,"Male_adult Female_adult",1,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:cca6d0ce-3255-412f-904d-786f3501d26e","uuid:cca6d0ce-3255-412f-904d-786f3501d26e/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","IIDYJY"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"good_harvest",400,1,"Kg",1,NA,1,400,400,NA,266.6666666666667,266.67,266.6666666666667,266.67,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:ab77b9f1-9fe0-44f4-9ad1-b8fd7d4f136c","uuid:ab77b9f1-9fe0-44f4-9ad1-b8fd7d4f136c/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","234"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"good_harvest",7,8,"Sac de 50 Kg",50,NA,50,350,350,NA,4.666666666666667,4.67,233.33333333333334,233.33,NA,NA,"monoculture","UnderHalf",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:95de5f8a-ec5e-4402-8e7e-fb11a021eec1","uuid:95de5f8a-ec5e-4402-8e7e-fb11a021eec1/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","621"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2.5,2,"Hectares",1,NA,1,2.5,2.5,NA,"normal_harvest",1500,1,"Kg",1,NA,1,1500,1500,NA,600,600,600,600,NA,NA,"intercrop","Most",NA,"eat feed_livestock save_seed",1,1,0,0,0,1,0,NA,"Most","","Little","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil fuel burn feed compost construction",1,1,1,1,1,0,0,1,"uuid:750cd455-1aed-4272-834a-0720b503ae74","uuid:750cd455-1aed-4272-834a-0720b503ae74/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","49"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",900,1,"Kg",1,NA,1,900,900,NA,450,450,450,450,NA,NA,"intercrop","Most",NA,"eat save_seed feed_livestock",1,1,0,0,0,1,0,NA,"Most","","Little","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil fuel burn feed compost construction",1,1,1,1,1,0,0,1,"uuid:9da7cecc-ebce-4769-aa44-bf98d5faa83d","uuid:9da7cecc-ebce-4769-aa44-bf98d5faa83d/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","50"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",1600,1,"Kg",1,NA,1,1600,1600,NA,533.3333333333334,533.33,533.3333333333334,533.33,NA,NA,"intercrop","Most",NA,"eat feed_livestock",1,1,0,0,0,0,0,NA,"Most","","Little","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil burn feed compost construction",1,1,1,1,0,0,0,1,"uuid:94446695-736f-43b6-80be-0e904b260394","uuid:94446695-736f-43b6-80be-0e904b260394/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","41"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",1.5,2,"Tonnes",1000,NA,1000,1500,1500,NA,0.75,0.75,750,750,NA,NA,"intercrop","Most",NA,"eat feed_livestock save_seed",1,1,0,0,0,1,0,NA,"Most","","UnderHalf","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil burn feed compost construction",1,1,1,1,0,0,0,1,"uuid:5dcc3467-b093-4f1a-8d9d-d9a3c349b29c","uuid:5dcc3467-b093-4f1a-8d9d-d9a3c349b29c/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","40"
1,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"normal_harvest",300,1,"Kg",1,NA,1,300,300,NA,600,600,600,600,NA,NA,"monoculture","UnderHalf",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:2f2da079-7033-4ff2-af8b-715e7883bdde","uuid:2f2da079-7033-4ff2-af8b-715e7883bdde/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maïs","87"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",5,2,"Hectares",1,NA,1,5,5,NA,"normal_harvest",5.5,2,"Tonnes",1000,NA,1000,5500,5500,NA,1.1,1.1,1100,1100,NA,NA,"monoculture","Half",NA,"no_answer",0,0,0,1,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"",0,0,0,0,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:2f2da079-7033-4ff2-af8b-715e7883bdde","uuid:2f2da079-7033-4ff2-af8b-715e7883bdde/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","87"
3,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",4,2,"Hectares",1,NA,1,4,4,NA,"normal_harvest",2.1,2,"Tonnes",1000,NA,1000,2100,2100,NA,0.525,0.53,525,525,NA,NA,"monoculture","UnderHalf",NA,"no_answer",0,0,0,1,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"",0,0,0,0,0,0,NA,"feed compost construction",0,1,1,1,0,0,0,0,"uuid:2f2da079-7033-4ff2-af8b-715e7883bdde","uuid:2f2da079-7033-4ff2-af8b-715e7883bdde/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Mil","87"
1,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"normal_harvest",600,1,"Kg",1,NA,1,600,600,NA,1200,1200,1200,1200,NA,NA,"monoculture","UnderHalf",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil fuel feed compost construction",0,1,1,1,1,0,0,1,"uuid:82091b05-6e9b-4095-b20e-42fdda397dbb","uuid:82091b05-6e9b-4095-b20e-42fdda397dbb/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maïs","94"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",500,1,"Kg",1,NA,1,500,500,NA,500,500,500,500,NA,NA,"monoculture","UnderHalf",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"Most","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil fuel feed compost construction sell",0,1,1,1,1,0,1,1,"uuid:82091b05-6e9b-4095-b20e-42fdda397dbb","uuid:82091b05-6e9b-4095-b20e-42fdda397dbb/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","94"
3,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",2.5,2,"Tonnes",1000,NA,1000,2500,2500,NA,0.8333333333333334,0.83,833.3333333333334,833.33,NA,NA,"monoculture","Most",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Most","UnderHalf","Half","Little",NA,45000,"price_per_kg",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil fuel feed compost construction",0,1,1,1,1,0,0,1,"uuid:82091b05-6e9b-4095-b20e-42fdda397dbb","uuid:82091b05-6e9b-4095-b20e-42fdda397dbb/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Mil","94"
4,53,"Cowpea","Niébé",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Niébé during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Niébé au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"bad_harvest",120,1,"Kg",1,NA,1,120,120,NA,240,240,240,240,NA,NA,"monoculture","UnderHalf",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Most","UnderHalf","Half","Little",NA,12500,"price_per_kg",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:82091b05-6e9b-4095-b20e-42fdda397dbb","uuid:82091b05-6e9b-4095-b20e-42fdda397dbb/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Niébé","94"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",500,1,"Kg",1,NA,1,500,500,NA,500,500,500,500,NA,NA,"monoculture","Half",NA,"sell eat save_seed",1,0,0,0,0,1,1,NA,"Most","Most","","Little",NA,50000,"price_per_kg",NA,NA,"no_answer",0,0,0,0,0,1,"no_answer",0,0,0,0,0,1,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:d1a61c5f-dcbf-4298-9cff-6aa730ce200c","uuid:d1a61c5f-dcbf-4298-9cff-6aa730ce200c/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","119"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",420,1,"Kg",1,NA,1,420,420,NA,420,420,420,420,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"no_answer",0,0,0,0,0,1,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:d1a61c5f-dcbf-4298-9cff-6aa730ce200c","uuid:d1a61c5f-dcbf-4298-9cff-6aa730ce200c/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","119"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",1.1,2,"Tonnes",1000,NA,1000,1100,1100,NA,0.55,0.55,550,550,NA,NA,"monoculture","Half",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Most","Half","Little","Little",NA,125000,"price_per_bag_100lb",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil fuel feed compost construction",0,1,1,1,1,0,0,1,"uuid:bd05de50-04f5-4db3-abc0-c2913c63527f","uuid:bd05de50-04f5-4db3-abc0-c2913c63527f/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","92"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",1.2,2,"Tonnes",1000,NA,1000,1200,1200,NA,0.6,0.6,600,600,NA,NA,"monoculture","All",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil fuel feed compost construction",0,1,1,1,1,0,0,1,"uuid:bd05de50-04f5-4db3-abc0-c2913c63527f","uuid:bd05de50-04f5-4db3-abc0-c2913c63527f/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","92"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",7,2,"Hectares",1,NA,1,7,7,NA,"normal_harvest",5,2,"Tonnes",1000,NA,1000,5000,5000,NA,0.7142857142857143,0.71,714.2857142857143,714.29,NA,NA,"monoculture","Most",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Half","Most","","Little",NA,1000000,"price_per_kg",NA,NA,"no_answer",0,0,0,0,0,1,"no_answer",0,0,0,0,0,1,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:c215d096-0e9b-4dd2-8a4d-ca5949f260eb","uuid:c215d096-0e9b-4dd2-8a4d-ca5949f260eb/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","135"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",2,2,"Tonnes",1000,NA,1000,2000,2000,NA,1,1,1000,1000,NA,NA,"monoculture","UnderHalf",NA,"eat save_seed sell",1,0,0,0,0,1,1,NA,"Most","Half","","Little",NA,100000,"price_per_kg",NA,NA,"no_answer",0,0,0,0,0,1,"no_answer",0,0,0,0,0,1,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:c215d096-0e9b-4dd2-8a4d-ca5949f260eb","uuid:c215d096-0e9b-4dd2-8a4d-ca5949f260eb/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","135"
3,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"normal_harvest",1470,1,"Kg",1,NA,1,1470,1470,NA,2940,2940,2940,2940,NA,NA,"monoculture","UnderHalf",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Most","UnderHalf","","Little",NA,50000,"total_income_per_year",NA,NA,"no_answer",0,0,0,0,0,1,"no_answer",0,0,0,0,0,1,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:c215d096-0e9b-4dd2-8a4d-ca5949f260eb","uuid:c215d096-0e9b-4dd2-8a4d-ca5949f260eb/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Maïs","135"
4,38,"Rice","Riz",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Riz during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Riz au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"bad_harvest",100,1,"Kg",1,NA,1,100,100,NA,200,200,200,200,NA,NA,"monoculture","UnderHalf",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"no_answer",0,0,0,0,0,1,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:c215d096-0e9b-4dd2-8a4d-ca5949f260eb","uuid:c215d096-0e9b-4dd2-8a4d-ca5949f260eb/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Riz","135"
1,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1.2,2,"Tonnes",1000,NA,1000,1200,1200,NA,1.2,1.2,1200,1200,NA,NA,"monoculture","UnderHalf",NA,"eat save_seed feed_livestock",1,1,0,0,0,1,0,NA,"All","","Little","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil fuel feed compost construction",0,1,1,1,1,0,0,1,"uuid:174d02fb-ffec-4cb7-803d-154c1e4c6c9e","uuid:174d02fb-ffec-4cb7-803d-154c1e4c6c9e/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maïs","128"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",3,2,"Tonnes",1000,NA,1000,3000,3000,NA,1,1,1000,1000,NA,NA,"monoculture","Half",NA,"eat sell save_seed feed_livestock",1,1,0,0,0,1,1,NA,"Half","Half","Little","Little",NA,225000,"price_per_tonne",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:174d02fb-ffec-4cb7-803d-154c1e4c6c9e","uuid:174d02fb-ffec-4cb7-803d-154c1e4c6c9e/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","128"
3,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1.2,2,"Hectares",1,NA,1,1.2,1.2,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,0.8333333333333334,0.83,833.3333333333334,833.33,NA,NA,"monoculture","Little",NA,"eat feed_livestock save_seed sell",1,1,0,0,0,1,1,NA,"no_answer","no_answer","no_answer","no_answer",NA,0,"price_per_kg",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil fuel feed compost construction",0,1,1,1,1,0,0,1,"uuid:174d02fb-ffec-4cb7-803d-154c1e4c6c9e","uuid:174d02fb-ffec-4cb7-803d-154c1e4c6c9e/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Mil","128"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",600,1,"Kg",1,NA,1,600,600,NA,600,600,600,600,NA,NA,"intercrop","UnderHalf",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Most","UnderHalf","","Little",NA,60,"price_per_kg",NA,NA,"Male_Child",0,0,0,1,0,0,"Male_Child",0,0,0,1,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:a1b4a8db-c7f6-4558-a9de-0c24f264d637","uuid:a1b4a8db-c7f6-4558-a9de-0c24f264d637/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","121"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",6,2,"Hectares",1,NA,1,6,6,NA,"normal_harvest",5,2,"Tonnes",1000,NA,1000,5000,5000,NA,0.8333333333333334,0.83,833.3333333333334,833.33,NA,NA,"monoculture","Most",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Most","UnderHalf","Little","Little",NA,50000,"price_per_kg",NA,NA,"no_answer",0,0,0,0,0,1,"no_answer",0,0,0,0,0,1,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:a1b4a8db-c7f6-4558-a9de-0c24f264d637","uuid:a1b4a8db-c7f6-4558-a9de-0c24f264d637/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","121"
